Computer ID,System Type,RAM Usage (%),CPU Usage (%),Disk Usage (%),Network Status,MissingPatchsKB,affected microsoft product ,Plateforme,Type of security risk,Severity,Download,Download (Link),CVE identifier(s)
CMP-3741,Workstation,59.6,47.1,65.6,Online,5060533,Windows 10 Version 22H2 for ARM64-based Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060533,CVE-2025-33067
CMP-3742,Workstation,44.4,19.0,74.6,Offline,5060533,Windows 10 Version 22H2 for x64-based Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060533,CVE-2025-33067
CMP-3743,Workstation,42.6,65.6,65.1,Online,5060999,Windows 11 Version 22H2 for x64-based Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060999,CVE-2025-33067
CMP-3744,Workstation,61.1,60.2,64.0,Online,5061010,Windows Server 2016 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5061010,CVE-2025-33066
CMP-3745,Workstation,57.4,13.3,66.2,Online,5061010,Windows Server 2016,Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5061010,CVE-2025-33066
CMP-3746,Workstation,69.7,14.1,73.5,Offline,5061010,Windows 10 Version 1607 for x64-based Systems,Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5061010,CVE-2025-33066
CMP-3747,Workstation,31.3,45.7,56.8,Online,5061010,Windows 10 Version 1607 for 32-bit Systems,Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5061010,CVE-2025-33066
CMP-3748,Workstation,40.5,67.6,55.3,Online,5060998,Windows 10 for x64-based Systems,Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060998,CVE-2025-33066
CMP-3749,Workstation,67.3,27.6,76.5,Offline,5060998,Windows 10 for 32-bit Systems,Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060998,CVE-2025-33066
CMP-3750,Workstation,70.9,43.5,43.6,Online,5060842,Windows Server 2025,Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060842,CVE-2025-33066
CMP-3751,Workstation,37.9,54.9,42.5,Online,5060841,Windows Server 2025,Unknown Platform,Remote Code Execution,Important,SecurityHotpatchUpdate,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060841,CVE-2025-33066
CMP-3752,Workstation,60.9,60.6,63.3,Online,5060842,Windows 11 Version 24H2 for x64-based Systems,Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060842,CVE-2025-33066
CMP-3753,Workstation,41.3,28.6,47.5,Online,5060841,Windows 11 Version 24H2 for x64-based Systems,Unknown Platform,Remote Code Execution,Important,SecurityHotpatchUpdate,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060841,CVE-2025-33066
CMP-3754,Workstation,64.3,47.9,73.3,Online,5060842,Windows 11 Version 24H2 for ARM64-based Systems,Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060842,CVE-2025-33066
CMP-3755,Workstation,69.3,16.5,57.4,Online,5060841,Windows 11 Version 24H2 for ARM64-based Systems,Unknown Platform,Remote Code Execution,Important,SecurityHotpatchUpdate,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060841,CVE-2025-33066
CMP-3756,Workstation,32.3,46.1,54.9,Unstable,5060118,"Windows Server 2022, 23H2 Edition (Server Core installation)",Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060118,CVE-2025-33066
CMP-3757,Workstation,63.9,23.6,70.7,Online,5060999,Windows 11 Version 23H2 for x64-based Systems,Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060999,CVE-2025-33066
CMP-3758,Workstation,31.7,17.4,56.6,Online,5060842,Windows 11 Version 24H2 for ARM64-based Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060842,CVE-2025-33063
CMP-3759,Workstation,36.0,13.3,63.6,Unstable,5060841,Windows 11 Version 24H2 for ARM64-based Systems,Unknown Platform,Information Disclosure,Important,SecurityHotpatchUpdate,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060841,CVE-2025-33063
CMP-3760,Workstation,59.8,52.7,57.9,Online,5060118,"Windows Server 2022, 23H2 Edition (Server Core installation)",Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060118,CVE-2025-33063
CMP-3761,Workstation,59.1,41.0,49.3,Online,5060999,Windows 11 Version 23H2 for x64-based Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060999,CVE-2025-33063
CMP-3762,Workstation,67.6,65.7,50.9,Online,5060999,Windows 11 Version 23H2 for ARM64-based Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060999,CVE-2025-33063
CMP-3763,Workstation,45.9,10.2,58.2,Online,5060842,Windows Server 2025 (Server Core installation),Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060842,CVE-2025-33063
CMP-3764,Workstation,63.5,12.9,72.3,Online,5060841,Windows Server 2025 (Server Core installation),Unknown Platform,Information Disclosure,Important,SecurityHotpatchUpdate,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060841,CVE-2025-33063
CMP-3765,Workstation,44.6,36.1,73.4,Offline,5060533,Windows 10 Version 22H2 for 32-bit Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060533,CVE-2025-33063
CMP-3766,Workstation,48.1,48.4,48.1,Online,5060533,Windows 10 Version 22H2 for ARM64-based Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060533,CVE-2025-33063
CMP-3767,Workstation,60.8,35.1,59.0,Online,5060533,Windows 10 Version 22H2 for x64-based Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060533,CVE-2025-33063
CMP-3768,Workstation,63.6,52.6,83.0,Online,5060999,Windows 11 Version 22H2 for x64-based Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060999,CVE-2025-33063
CMP-3769,Workstation,33.0,55.8,55.3,Offline,5060999,Windows 11 Version 22H2 for ARM64-based Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060999,CVE-2025-33063
CMP-3770,Workstation,44.8,27.2,51.1,Offline,5060533,Windows 10 Version 21H2 for x64-based Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060533,CVE-2025-33063
CMP-3771,Workstation,75.5,20.1,61.3,Unstable,5060533,Windows 10 Version 21H2 for ARM64-based Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060533,CVE-2025-33063
CMP-3772,Workstation,40.4,28.1,71.5,Online,5060533,Windows 10 Version 21H2 for 32-bit Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060533,CVE-2025-33063
CMP-3773,Workstation,39.6,36.0,80.2,Offline,5060533,Windows 10 Version 22H2 for 32-bit Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060533,CVE-2025-32719
CMP-3774,Workstation,68.0,39.3,49.5,Online,5060533,Windows 10 Version 22H2 for ARM64-based Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060533,CVE-2025-32719
CMP-3775,Workstation,69.7,42.7,54.3,Online,5060533,Windows 10 Version 22H2 for x64-based Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060533,CVE-2025-32719
CMP-3776,Workstation,49.6,51.6,45.6,Offline,5060999,Windows 11 Version 22H2 for x64-based Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060999,CVE-2025-32719
CMP-3777,Workstation,66.7,26.6,72.2,Offline,5060526,Windows Server 2022 (Server Core installation),Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060526,CVE-2025-32716
CMP-3778,Workstation,53.4,29.0,42.4,Offline,5060525,Windows Server 2022 (Server Core installation),Unknown Platform,Elevation of Privilege,Important,SecurityHotpatchUpdate,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060525,CVE-2025-32716
CMP-3779,Workstation,73.5,21.0,65.4,Online,5060526,Windows Server 2022,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060526,CVE-2025-32716
CMP-3780,Workstation,73.7,47.2,42.7,Online,5060525,Windows Server 2022,Unknown Platform,Elevation of Privilege,Important,SecurityHotpatchUpdate,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060525,CVE-2025-32716
CMP-3781,Workstation,76.3,35.6,67.3,Unstable,5060531,Windows Server 2019 (Server Core installation),Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060531,CVE-2025-32716
CMP-3782,Workstation,58.4,30.4,77.0,Online,5060531,Windows Server 2019,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060531,CVE-2025-32716
CMP-3783,Workstation,64.7,65.4,40.3,Online,5060531,Windows 10 Version 1809 for x64-based Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060531,CVE-2025-32716
CMP-3784,Workstation,53.3,54.4,87.9,Unstable,5060531,Windows 10 Version 1809 for 32-bit Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060531,CVE-2025-32716
CMP-3785,Workstation,71.1,40.1,79.9,Online,5061018,Windows Server 2012 R2 (Server Core installation),Unknown Platform,Information Disclosure,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5061018,CVE-2025-32715
CMP-3786,Workstation,70.9,24.2,71.3,Online,5061018,Windows Server 2012 R2,Unknown Platform,Information Disclosure,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5061018,CVE-2025-32715
CMP-3787,Workstation,41.1,39.7,66.6,Online,5061059,Windows Server 2012 (Server Core installation),Unknown Platform,Information Disclosure,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5061059,CVE-2025-32715
CMP-3788,Workstation,68.0,17.6,53.6,Online,5061059,Windows Server 2012,Unknown Platform,Information Disclosure,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5061059,CVE-2025-32715
CMP-3789,Workstation,52.7,13.4,43.4,Online,5002729,Microsoft SharePoint Server 2019,Unknown Platform,Remote Code Execution,Critical,Security Update,https://www.microsoft.com/en-us/download/details.aspx?id=108206,CVE-2025-47172
CMP-3790,Workstation,52.8,16.8,58.5,Online,5002732,Microsoft SharePoint Enterprise Server 2016,Unknown Platform,Remote Code Execution,Critical,Security Update,https://www.microsoft.com/en-us/download/details.aspx?id=108208,CVE-2025-47172
CMP-3791,Workstation,71.8,13.3,63.5,Online,5002683,Microsoft Outlook 2016 (64-bit edition),Unknown Platform,Remote Code Execution,Important,Security Update,https://www.microsoft.com/en-us/download/details.aspx?id=108212,CVE-2025-47171
CMP-3792,Workstation,61.8,40.9,64.6,Online,5002683,Microsoft Outlook 2016 (32-bit edition),Unknown Platform,Remote Code Execution,Important,Security Update,https://www.microsoft.com/en-us/download/details.aspx?id=108212,CVE-2025-47171
CMP-3793,Workstation,30.8,60.1,41.2,Unstable,Click to Run,Microsoft Office LTSC 2024 for 64-bit editions,Unknown Platform,Remote Code Execution,Important,Security Update,Unknown,CVE-2025-47171
CMP-3794,Workstation,65.9,15.6,42.3,Offline,Click to Run,Microsoft Office LTSC 2024 for 32-bit editions,Unknown Platform,Remote Code Execution,Important,Security Update,Unknown,CVE-2025-47171
CMP-3795,Workstation,49.9,49.7,79.7,Online,Click to Run,Microsoft Office LTSC 2021 for 32-bit editions,Unknown Platform,Remote Code Execution,Important,Security Update,Unknown,CVE-2025-47171
CMP-3796,Workstation,34.0,58.5,87.9,Offline,Click to Run,Microsoft Office LTSC 2021 for 64-bit editions,Unknown Platform,Remote Code Execution,Important,Security Update,Unknown,CVE-2025-47171
CMP-3797,Workstation,56.7,66.8,48.6,Online,Click to Run,Microsoft 365 Apps for Enterprise for 64-bit Systems,Unknown Platform,Remote Code Execution,Important,Security Update,Unknown,CVE-2025-47171
CMP-3798,Workstation,48.2,12.4,71.3,Online,Click to Run,Microsoft 365 Apps for Enterprise for 32-bit Systems,Unknown Platform,Remote Code Execution,Important,Security Update,Unknown,CVE-2025-47171
CMP-3799,Workstation,44.9,54.9,66.8,Online,Click to Run,Microsoft Office 2019 for 64-bit editions,Unknown Platform,Remote Code Execution,Important,Security Update,Unknown,CVE-2025-47171
CMP-3800,Workstation,61.0,14.1,59.5,Online,Click to Run,Microsoft Office 2019 for 32-bit editions,Unknown Platform,Remote Code Execution,Important,Security Update,Unknown,CVE-2025-47171
CMP-3801,Workstation,55.1,30.3,88.9,Online,5002735,Microsoft Excel 2016 (64-bit edition),Unknown Platform,Remote Code Execution,Important,Security Update,https://www.microsoft.com/en-us/download/details.aspx?id=108213,CVE-2025-47165
CMP-3802,Workstation,73.7,62.8,59.8,Online,5002735,Microsoft Excel 2016 (32-bit edition),Unknown Platform,Remote Code Execution,Important,Security Update,https://www.microsoft.com/en-us/download/details.aspx?id=108213,CVE-2025-47165
CMP-3803,Workstation,53.8,36.6,56.2,Online,Release Notes,Microsoft Office LTSC for Mac 2024,Unknown Platform,Remote Code Execution,Important,Security Update,https://go.microsoft.com/fwlink/p/?linkid=831049,CVE-2025-47165
CMP-3804,Workstation,39.4,34.9,83.4,Online,Click to Run,Microsoft Office LTSC 2024 for 64-bit editions,Unknown Platform,Remote Code Execution,Important,Security Update,Unknown,CVE-2025-47165
CMP-3805,Workstation,32.3,44.1,81.9,Offline,Click to Run,Microsoft Office LTSC 2024 for 32-bit editions,Unknown Platform,Remote Code Execution,Important,Security Update,Unknown,CVE-2025-47165
CMP-3806,Workstation,59.3,55.0,88.0,Online,Click to Run,Microsoft Office LTSC 2021 for 32-bit editions,Unknown Platform,Remote Code Execution,Important,Security Update,Unknown,CVE-2025-47165
CMP-3807,Workstation,59.2,36.3,66.4,Online,Click to Run,Microsoft Office LTSC 2021 for 64-bit editions,Unknown Platform,Remote Code Execution,Important,Security Update,Unknown,CVE-2025-47165
CMP-3808,Workstation,35.4,25.3,40.6,Online,Release Notes,Microsoft Office LTSC for Mac 2021,Unknown Platform,Remote Code Execution,Important,Security Update,https://go.microsoft.com/fwlink/p/?linkid=831049,CVE-2025-47165
CMP-3809,Workstation,43.5,30.3,73.7,Unstable,Click to Run,Microsoft 365 Apps for Enterprise for 64-bit Systems,Unknown Platform,Remote Code Execution,Important,Security Update,Unknown,CVE-2025-47165
CMP-3810,Workstation,78.5,14.3,89.3,Online,5061059,Windows Server 2012,Unknown Platform,Elevation of Privilege,Critical,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5061059,CVE-2025-33070
CMP-3811,Workstation,67.8,10.3,65.2,Online,5061078,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Unknown Platform,Elevation of Privilege,Critical,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5061078,CVE-2025-33070
CMP-3812,Workstation,72.4,62.3,53.8,Online,5061036,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Unknown Platform,Elevation of Privilege,Critical,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5061036,CVE-2025-33070
CMP-3813,Workstation,74.2,65.7,74.2,Online,5061078,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Unknown Platform,Elevation of Privilege,Critical,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5061078,CVE-2025-33070
CMP-3814,Workstation,58.4,19.9,82.0,Unstable,5061036,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Unknown Platform,Elevation of Privilege,Critical,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5061036,CVE-2025-33070
